,type
8717,"['adult', 'call', 'sex uncertain']"
8718,['flight call']
8719,"['adult', 'flight call']"
8720,"['adult', 'flight call']"
8721,"['adult', 'flight call']"
8722,"['adult', 'call', 'sex uncertain']"
8723,"['adult', 'flight call']"
8724,"['adult', 'flight call']"
8725,"['adult', 'distress call']"
8726,"['adult', 'call']"
8727,"['adult', 'call', 'flight call', 'sex uncertain']"
8728,"['adult', 'call', 'flight call']"
8729,"['adult', 'flight call', 'sex uncertain']"
8730,['call']
8731,['song']
8732,"['alarm call', 'song']"
8733,"['adult', 'flight call']"
8734,"['call', 'life stage uncertain']"
8735,['song']
8736,['call']
8737,"['Caged Ring-necked Parakeet.', 'Children playing', 'begging call', 'hatchling or nestli']"
8738,"['adult', 'call', 'sex uncertain']"
8739,"['adult', 'flight call', 'sex uncertain']"
8740,"['call', 'duet']"
8741,"['begging call', 'juvenile', 'sex uncertain']"
8742,"['Common River Frog', 'adult', 'female', 'flight call', 'male']"
8743,"['adult', 'flight call', 'sex uncertain']"
8744,"['adult', 'flight call', 'sex uncertain']"
8745,"['adult', 'call', 'sex uncertain']"
8746,['']
8747,['']
8748,['']
8749,['']
8750,['']
8751,['']
8752,['song']
8753,['flight call']
8754,['flight call']
8755,['call']
8756,['call']
8757,['Song?']
8758,['Song?']
8759,['call']
8760,['call']
8761,['call']
8762,['call']
8763,['call']
8764,['call']
8765,['call']
8766,"['adult', 'flight call', 'sex uncertain']"
8767,"['Wing flaps', 'call', 'sex uncertain']"
8768,['flight call']
8769,['call']
8770,"['adult', 'call', 'flight call', 'sex uncertain']"
8771,"['adult', 'female', 'male', 'song']"
8772,"['Duet?', 'call', 'song']"
8773,['call']
8774,"['adult', 'call', 'sex uncertain', 'song']"
8775,['call']
8776,"['adult', 'song']"
8777,['call']
8778,"['adult', 'call', 'female', 'male']"
8779,['']
8780,['']
8781,['']
8782,"['call', 'song']"
8783,"['call', 'song']"
8784,['call']
8785,['song']
8786,['call']
8787,['call']
8788,['call']
8789,['call']
8790,['song']
8791,['song']
8792,['call']
8793,['call']
8794,['song']
8795,['call']
8796,['call']
8797,['alarm call']
8798,['call']
8799,['']
8800,['call']
8801,"['call', 'song']"
8802,"['alarm call', 'call', 'flight call']"
8803,"['alarm call', 'flight call']"
8804,['call']
8805,['call']
8806,['call']
8807,['call']
8808,['alarm call']
8809,"['call', 'song']"
8810,['call']
8811,['song']
8812,['call']
8813,['alarm call']
8814,['alarm call']
8815,"['begging call', 'call', 'female', 'juvenile']"
8816,"['call', 'female']"
8817,['Song']
8818,['call']
8819,['alarm call']
8820,['call']
8821,['call']
8822,['call']
8823,"['male', 'song']"
8824,['call']
8825,['call']
8826,['call']
8827,"['call', 'female', 'male']"
8828,['call']
8829,['call']
8830,"['alarm call', 'call', 'female', 'male']"
8831,['call']
8832,"['call', 'flight call']"
8833,['call']
8834,['alarm call']
8835,['call']
8836,"['Contact call', 'adult', 'call']"
8837,['call']
8838,"['adult', 'call', 'sex uncertain']"
8839,['song']
8840,['Call']
8841,['call']
8842,"['adult', 'call']"
8843,['call']
8844,"['call', 'song']"
8845,"['adult', 'call']"
8846,"['call', 'song']"
8847,['uncertain']
8848,"['call', 'song']"
8849,['alarm call']
8850,"['adult', 'call']"
8851,['call']
8852,['call']
8853,"['adult', 'call', 'female', 'male']"
8854,['']
8855,['']
8856,['']
8857,['']
8858,['']
8859,['call']
8860,['call']
8861,['communal chatter']
8862,['communal chatter']
8863,['communal chatter']
8864,['call']
8865,['']
8866,['']
8867,['song']
8868,['excitement call']
8869,['song']
8870,['song']
8871,"['male', 'song']"
8872,['song']
8873,['call']
8874,['song']
8875,['song']
8876,['call']
8877,['song']
8878,['song']
8879,['call']
8880,['song']
8881,['song']
8882,"['call', 'song']"
8883,"['call', 'song']"
8884,['song']
8885,['song']
8886,['call in flight']
8887,['excitement call']
8888,['song']
8889,['song']
8890,"['male', 'song']"
8891,"['call', 'female', 'male', 'song']"
8892,['flight call']
8893,"['male', 'song']"
8894,"['male', 'song']"
8895,"['male', 'song']"
8896,['song']
8897,['song']
8898,['song']
8899,['song']
8900,"['begging call', 'juvenile']"
8901,['song']
8902,['song']
8903,"['male', 'song']"
8904,['flight call']
8905,"['call', 'female']"
8906,"['female', 'male', 'song']"
8907,"['flight call', 'male']"
8908,"['male', 'song']"
8909,"['begging call', 'juvenile']"
8910,"['male', 'song']"
8911,"['male', 'song']"
8912,"['male', 'song']"
8913,"['male', 'song']"
8914,"['male', 'song']"
8915,"['male', 'song']"
8916,"['male', 'song']"
8917,['song']
8918,['song']
8919,"['male', 'song']"
8920,"['male', 'song']"
8921,['flight call']
8922,['song']
8923,"['call', 'group']"
8924,['call']
8925,['song']
8926,['song']
8927,['song']
8928,['song']
8929,['song']
8930,"['flight call', 'male']"
8931,"['male', 'song']"
8932,['song']
8933,"['male', 'song']"
8934,['song']
8935,['song']
8936,['song']
8937,['copulation calls']
8938,['flight call']
8939,['flight call']
8940,"['begging call', 'juvenile']"
8941,"['begging call', 'juvenile']"
8942,"['male', 'song']"
8943,"['alarm call', 'on 6-7 sec.']"
8944,['song']
8945,"['call', 'female', 'male', 'song']"
8946,['flight call']
8947,"['male', 'song']"
8948,"['call', 'female', 'male', 'song']"
8949,"['begging call', 'juvenile']"
8950,"['begging call', 'juvenile']"
8951,"['male', 'song']"
8952,"['male', 'song']"
8953,"['male', 'song']"
8954,"['male', 'song']"
8955,"['flight call', 'male']"
8956,"['male', 'song']"
8957,"['call', 'female']"
8958,"['begging call', 'juvenile']"
8959,"['male', 'song']"
8960,"['male', 'song']"
8961,"['male', 'song']"
8962,['call']
8963,['flight call']
8964,"['call', 'flight call']"
8965,"['call', 'drumming', 'flight call']"
8966,['song']
8967,['call']
8968,"['call', 'female', 'male']"
8969,['song']
8970,['male']
8971,"['male', 'song']"
8972,"['male', 'song']"
8973,"['male', 'song']"
8974,"['male', 'song']"
8975,['song']
8976,"['call', 'female', 'male']"
8977,"['call', 'female', 'male']"
8978,['flight call']
8979,['flight call']
8980,['flight call']
8981,['flight call']
8982,"['male', 'song']"
8983,"['call', 'female', 'male', 'song']"
8984,"['call', 'female', 'male']"
8985,"['call', 'song']"
8986,['song']
8987,['song']
8988,['song']
8989,"['male', 'song']"
8990,"['call', 'female', 'male', 'song']"
8991,"['call', 'female', 'male']"
8992,"['call', 'female', 'male']"
8993,"['begging call', 'juvenile']"
8994,['song']
8995,['song']
8996,['song']
8997,"['male', 'song']"
8998,"['male', 'song']"
8999,"['male', 'song']"
9000,['song']
9001,"['hostile', 'male']"
9002,"['aggression', 'flight call', 'male']"
9003,"['flight call', 'male', 'song']"
9004,['song']
9005,['song']
9006,"['call', 'song']"
9007,['song']
9008,"['male', 'song']"
9009,['call']
9010,['alarm call']
9011,['song']
9012,['call']
9013,['song']
9014,['song']
9015,['flight call']
9016,['song']
9017,['song']
9018,"['call', 'song']"
9019,"['call', 'song']"
9020,['song']
9021,['song']
9022,['song']
9023,"['male', 'song']"
9024,"['male', 'song']"
9025,['song']
9026,['song']
9027,['song']
9028,"['call', 'song']"
9029,['song']
9030,['song']
9031,['alarm call']
9032,['song']
9033,"['call', 'male', 'song']"
9034,"['call', 'human voice', 'song']"
9035,['call']
9036,"['male', 'song']"
9037,['call']
9038,"['male', 'song']"
9039,"['male', 'song']"
9040,"['male', 'song']"
9041,['song']
9042,['song']
9043,['call']
9044,"['male', 'song']"
9045,['call']
9046,['song']
9047,['call']
9048,['song']
9049,['call']
9050,['song']
9051,['song']
9052,"['call', 'female', 'male', 'song']"
9053,"['call', 'female', 'male', 'song']"
9054,"['call', 'female', 'male', 'song']"
9055,['call']
9056,['call']
9057,['call']
9058,['call']
9059,['song']
9060,['call']
9061,['song']
9062,['song']
9063,['song']
9064,['song']
9065,['song']
9066,['subsong']
9067,['song']
9068,"['alarm call', 'song']"
9069,['song']
9070,"['alarm call', 'song']"
9071,['song']
9072,['song']
9073,['song']
9074,['call']
9075,['song']
9076,['call']
9077,"['call', 'song']"
9078,['call']
9079,['call']
9080,['song']
9081,['juvenile']
9082,['juvenile']
9083,['song']
9084,['song']
9085,['song']
9086,['song']
9087,['song']
9088,['song']
9089,['song']
9090,['alarm call']
9091,['male']
9092,['song']
9093,['alarm call']
9094,['call']
9095,"['call', 'female', 'male']"
9096,['song']
9097,['song']
9098,['song']
9099,['song']
9100,['song']
9101,['song']
9102,['call']
9103,"['call', 'song']"
9104,"['call', 'song']"
9105,['song']
9106,['male']
9107,"['call', 'flight call', 'raspy call']"
9108,"['alarm call', 'flight call', 'hoarse call']"
9109,"['alarm call', 'flight call', 'hoarse call']"
9110,['call']
9111,['song']
9112,['song']
9113,"['probably flight call', 'song']"
9114,['song']
9115,"['male', 'song']"
9116,['flight call']
9117,['song']
9118,['song']
9119,['call']
9120,['song']
9121,"['alarm call', 'female', 'male', 'song']"
9122,['alarm call']
9123,['song']
9124,['song']
9125,"['call', 'song']"
9126,['song']
9127,['flight call']
9128,['call']
9129,['call']
9130,"['adult', 'call', 'sex uncertain']"
9131,"['call', 'song']"
9132,['song']
9133,['song']
9134,"['sex uncertain', 'song']"
9135,['call']
9136,"['adult', 'male', 'song']"
9137,"['adult', 'male', 'song']"
9138,['song']
9139,['song']
9140,['song']
9141,['adult']
9142,"['adult', 'call', 'song']"
9143,"['adult', 'male', 'song']"
9144,"['adult', 'male', 'song']"
9145,"['adult', 'alarm call', 'call', 'male', 'song']"
9146,"['adult', 'alarm call', 'call', 'female', 'flight call', 'wings']"
9147,"['adult', 'alarm call', 'call', 'female', 'flight call', 'wings']"
9148,"['male', 'song']"
9149,"['call', 'song']"
9150,['song']
9151,['song']
9152,['song']
9153,"['male', 'song']"
9154,"['male', 'song']"
9155,['hissing']
9156,['song']
9157,['call']
9158,['song']
9159,['wing beats']
9160,['song']
9161,['song']
9162,['song']
9163,"['call', 'raspy call', 'song']"
9164,"['call', 'raspy call', 'song']"
9165,"['call', 'raspy call', 'song']"
9166,"['call', 'raspy call', 'song']"
9167,['song']
9168,['song']
9169,"['call', 'flight call', 'raspy call']"
9170,"['call', 'flight call', 'raspy call']"
9171,"['call', 'flight call', 'interaction calls']"
9172,['flight call']
9173,['song']
9174,['song']
9175,['call']
9176,['song']
9177,['song']
9178,['song']
9179,['song']
9180,['song']
9181,['male']
9182,"['aggression call', 'call', 'female', 'male', 'song']"
9183,"['adult', 'call', 'juvenile', 'song']"
9184,"['adult', 'aggressive call', 'call', 'female', 'male', 'song']"
9185,['song']
9186,['song']
9187,"['adult', 'call', 'male', 'song']"
9188,"['autumn call', 'flight call']"
9189,['song']
9190,"['adult', 'call', 'sex uncertain', 'song']"
9191,"['adult', 'sex uncertain', 'song']"
9192,['song']
9193,['song']
9194,['song']
9195,['song']
9196,['song']
9197,['call']
9198,['call']
9199,"['male', 'song']"
9200,"['adult', 'male', 'song']"
9201,"['Interaction call', 'call', 'flight call']"
9202,['call']
9203,['call']
9204,['song']
9205,['song']
9206,"['call', 'song']"
9207,['song']
9208,['call']
9209,['alarm call']
9210,['song']
9211,"['male', 'nocturnal flight call', 'song']"
9212,"['call', 'song']"
9213,"['adult', 'male', 'song']"
9214,['call']
9215,"['adult', 'call', 'female', 'flight call', 'male', 'song']"
9216,['flight call']
9217,"['adult', 'male', 'song']"
9218,['song']
9219,['song']
9220,"['adult', 'song']"
9221,"['adult', 'sex uncertain', 'song']"
9222,['song']
9223,['song']
9224,['call']
9225,['song']
9226,"['adult', 'call', 'male', 'song']"
9227,"['adult', 'male', 'song']"
9228,['song']
9229,['flight call']
9230,"['adult', 'alarm call', 'call', 'male', 'song']"
9231,"['adult', 'male', 'song']"
9232,['song']
9233,['song']
9234,"['life stage uncertain', 'sex uncertain', 'song']"
9235,"['life stage uncertain', 'sex uncertain', 'song']"
9236,['call']
9237,['call']
9238,['call']
9239,"['adult', 'song']"
9240,"['adult', 'song']"
9241,"['flight call', 'life stage uncertain', 'sex uncertain']"
9242,"['begging call', 'hatchling or nestling']"
9243,"['sex uncertain', 'song']"
9244,"['call', 'song']"
9245,"['female', 'male']"
9246,"['adult', 'call', 'sex uncertain']"
9247,['song']
9248,"['adult', 'call', 'male']"
9249,"['adult', 'song']"
9250,"['adult', 'song']"
9251,"['adult', 'flight call']"
9252,"['adult', 'call', 'sex uncertain']"
9253,"['agonistic call', 'alarm call', 'bird chased by a Merlin', 'call', 'flight call']"
9254,"['life stage uncertain', 'sex uncertain', 'song']"
9255,"['life stage uncertain', 'sex uncertain', 'song']"
9256,"['adult', 'sex uncertain', 'song']"
9257,['']
9258,['']
9259,['']
9260,['']
9261,['']
9262,['']
9263,['']
9264,['']
9265,['']
9266,['']
9267,['']
9268,['']
9269,['']
9270,['']
9271,['']
9272,['']
9273,['']
9274,['']
9275,['']
9276,['']
9277,['']
9278,['']
9279,['']
9280,['']
9281,['']
9282,['']
9283,['']
9284,['']
9285,['']
9286,['']
9287,['']
9288,['']
9289,['']
9290,['']
9291,['']
9292,['']
9293,['']
9294,['']
9295,['']
9296,['']
9297,['']
9298,['']
9299,['']
9300,['']
9301,['']
9302,['']
9303,"['call', 'song']"
9304,"['call', 'song']"
9305,"['female', 'male', 'song']"
9306,"['female', 'male', 'song']"
9307,['song']
9308,['song']
9309,['song']
9310,['song']
9311,"['song', 'wing sounds']"
9312,"['song', 'wing sounds']"
9313,"['aberrant', 'adult', 'call', 'sex uncertain', 'song']"
9314,"['adult', 'call', 'duet', 'female', 'male']"
9315,"['adult', 'duet', 'female', 'male', 'song']"
9316,"['adult', 'duet', 'female', 'male', 'song']"
9317,['']
9318,['']
9319,['call']
9320,['call']
9321,['song']
9322,['call']
9323,['']
9324,['call']
9325,['call']
9326,['call']
9327,['song']
9328,['song']
9329,['call']
9330,['song']
9331,"['call', 'song']"
9332,"['call', 'song']"
9333,['Call']
9334,['song']
9335,['song']
9336,['song']
9337,['song']
9338,['song']
9339,['song']
9340,['call']
9341,['call']
9342,['call']
9343,"['call', 'female', 'juvenile', 'male']"
9344,['call']
9345,['call']
9346,['call']
9347,['call']
9348,['song']
9349,['song']
9350,['song']
9351,['call']
9352,['call']
9353,['call']
9354,['call']
9355,['call']
9356,['call']
9357,['call']
9358,['call']
9359,['call']
9360,"['adult', 'call', 'flight call']"
9361,"['adult', 'call', 'sex uncertain']"
9362,"['adult', 'call', 'male']"
9363,"['call', 'female', 'life stage uncertain', 'male']"
9364,['']
9365,"['call', 'juvenile']"
9366,['song']
9367,['song']
9368,['song']
9369,['song']
9370,['song']
9371,"['male', 'song']"
9372,['call']
9373,['song']
9374,['Song']
9375,['song']
9376,['call']
9377,['song']
9378,['song']
9379,['song']
9380,['song']
9381,['song']
9382,['song']
9383,['song']
9384,['song']
9385,['call']
9386,['song']
9387,['call']
9388,['song']
9389,['song']
9390,"['male', 'song']"
9391,['song']
9392,"['call', 'song']"
9393,['song']
9394,['call']
9395,['song']
9396,['call']
9397,['song']
9398,['song']
9399,['song']
9400,['song']
9401,['song']
9402,"['adult', 'male', 'song']"
9403,"['adult', 'male', 'song']"
9404,['song']
9405,"['adult', 'call']"
9406,"['adult', 'male', 'song']"
9407,"['adult', 'call', 'sex uncertain']"
9408,['song']
9409,['song']
9410,"['sex uncertain', 'song']"
9411,"['adult', 'call', 'male']"
9412,"['adult', 'song']"
9413,"['male', 'song']"
9414,"['adult', 'call', 'sex uncertain']"
9415,['song']
9416,['song']
9417,['']
9418,['']
9419,['']
9420,['']
9421,['song']
9422,['call']
9423,['call']
9424,['call']
9425,['call']
9426,['call']
9427,"['adult', 'call', 'female']"
9428,"['adult', 'call', 'female']"
9429,['']
9430,['song']
9431,"['male', 'song']"
9432,"['male', 'song']"
9433,['song']
9434,['song']
9435,['song']
9436,"['call', 'song']"
9437,"['male', 'song']"
9438,"['male', 'song']"
9439,"['male', 'song']"
9440,"['male', 'song']"
9441,"['male', 'song']"
9442,"['male', 'song']"
9443,"['male', 'song']"
9444,['song']
9445,['song']
9446,['call']
9447,['song']
9448,['call']
9449,['song']
9450,['call']
9451,"['song', 'wing noise']"
9452,['song']
9453,['song']
9454,['song']
9455,['song']
9456,['song']
9457,['song']
9458,['song']
9459,['song']
9460,"['call', 'song']"
9461,['call']
9462,['song']
9463,['song']
9464,['song']
9465,['song']
9466,['song']
9467,['song']
9468,['song']
9469,['call']
9470,['song']
9471,['song']
9472,['song']
9473,['song']
9474,['song']
9475,['song']
9476,['song']
9477,['song']
9478,['song']
9479,['song']
9480,['song']
9481,['song']
9482,['song']
9483,['song']
9484,['song']
9485,['call']
9486,['song']
9487,['song']
9488,['song']
9489,['song']
9490,['song']
9491,['song']
9492,['song']
9493,['song']
9494,['song']
9495,['song']
9496,['song']
9497,['song']
9498,['song']
9499,['song']
9500,['song']
9501,['song']
9502,['song']
9503,['song']
9504,['call']
9505,['song']
9506,['song']
9507,['song']
9508,['song']
9509,"['adult', 'sex uncertain', 'song']"
9510,['call']
9511,"['adult', 'song']"
9512,"['adult', 'song']"
9513,['call']
9514,"['adult', 'call', 'sex uncertain']"
9515,['song']
9516,['song']
9517,['song']
9518,"['adult', 'call', 'sex uncertain']"
9519,"['adult', 'call']"
9520,"['adult', 'sex uncertain', 'song']"
9521,"['adult', 'male']"
9522,['uncertain']
9523,['call']
9524,['song']
9525,['song']
9526,['call']
9527,"['adult', 'dawn song', 'sex uncertain']"
9528,['song']
9529,['song']
9530,"['adult', 'call', 'male']"
9531,['']
9532,['']
9533,['']
9534,['']
9535,['song']
9536,['song']
9537,['']
9538,['']
9539,['call']
9540,"['call', 'song']"
9541,['song']
9542,"['call', 'song']"
9543,"['call', 'flight call']"
9544,"['call', 'song']"
9545,['song']
9546,['song']
9547,['call']
9548,"['call', 'song']"
9549,['song']
9550,['song']
9551,['call']
9552,"['call', 'flight call']"
9553,"['call', 'song']"
9554,"['call', 'song']"
9555,"['male', 'song']"
9556,"['call', 'male']"
9557,"['male', 'song']"
9558,"['male', 'song']"
9559,['song']
9560,['song']
9561,['song']
9562,['call']
9563,['flight call']
9564,"['flight call', 'flight song']"
9565,"['call', 'song']"
9566,['song']
9567,['call']
9568,['song']
9569,"['call', 'female']"
9570,"['call', 'female']"
9571,"['call', 'female']"
9572,"['male', 'song']"
9573,"['call', 'flight call']"
9574,['call']
9575,"['male', 'song']"
9576,['call']
9577,['call']
9578,"['call', 'flight call', 'song']"
9579,"['call', 'flight call', 'song']"
9580,"['call', 'flight call', 'song']"
9581,['flight call']
9582,"['begging call', 'juvenile']"
9583,['sex uncertain']
9584,"['adult', 'call', 'male', 'song']"
9585,"['call', 'song']"
9586,"['call', 'flight call', 'song']"
9587,"['adult', 'male', 'mimicry/imitation', 'song']"
9588,"['adult', 'call', 'male', 'mimicry/imitation', 'song']"
9589,"['adult', 'call', 'male', 'mimicry/imitation', 'song']"
9590,"['adult', 'call', 'male', 'mimicry/imitation', 'song']"
9591,"['adult', 'call', 'male', 'mimicry/imitation', 'song']"
9592,"['adult', 'call', 'male', 'mimicry/imitation', 'song']"
9593,"['adult', 'call', 'male', 'mimicry/imitation', 'song']"
9594,"['adult', 'call', 'male', 'mimicry/imitation', 'song']"
9595,"['adult', 'call', 'flight call', 'male']"
9596,"['adult', 'call', 'male', 'mimicry/imitation', 'song']"
9597,"['adult', 'call', 'male', 'mimicry/imitation', 'song']"
9598,"['adult', 'call', 'male', 'mimicry/imitation', 'song']"
9599,['']
9600,['']
9601,['']
9602,['']
9603,['']
9604,['']
9605,['']
9606,['']
9607,['call']
9608,"['call', 'male']"
9609,['song']
9610,['call']
9611,['song']
9612,['song']
9613,['song']
9614,['call']
9615,"['female', 'male', 'song']"
9616,['song']
9617,['song']
9618,['song']
9619,"['adult', 'call']"
9620,['']
9621,['call']
9622,['alarm call']
9623,"['call', 'song']"
9624,"['call', 'song']"
9625,"['call', 'song']"
9626,"['call', 'flight call', 'song']"
9627,"['call', 'flight call']"
9628,['song']
9629,['flight call']
9630,['flight call']
9631,['flight call']
9632,['flight call']
9633,"['flight call', 'song']"
9634,"['call', 'song']"
9635,['song']
9636,['song']
9637,['song']
9638,['song']
9639,['call']
9640,['call']
9641,['call']
9642,['call']
9643,['call']
9644,['call']
9645,"['call', 'flight call']"
9646,"['call', 'song']"
9647,"['alarm call', 'female', 'male']"
9648,['song']
9649,"['call', 'juvenile']"
9650,['song']
9651,['call']
9652,"['adult', 'male', 'song']"
9653,"['adult', 'male', 'song']"
9654,"['adult', 'male', 'song']"
9655,"['adult', 'male', 'song']"
9656,"['adult', 'male', 'song']"
9657,"['call', 'life stage uncertain', 'sex uncertain']"
9658,['song']
9659,['uncertain']
9660,['uncertain']
9661,['call']
9662,['call']
9663,['call']
9664,['call']
9665,"['call', 'song']"
9666,['call']
9667,"['call', 'song']"
9668,['prey killing']
9669,['call']
9670,['call']
9671,"['call', 'juvenile']"
9672,['song']
9673,['call']
9674,['call']
9675,['call']
9676,['call']
9677,['call']
9678,['call']
9679,['call']
9680,['call']
9681,"['adult', 'call']"
9682,['adult']
9683,"['call', 'sex uncertain']"
9684,"['adult', 'call', 'sex uncertain']"
9685,"['call', 'juvenile', 'sex uncertain']"
9686,['song']
9687,"['adult', 'call']"
9688,"['adult', 'call']"
9689,"['adult', 'call', 'sex uncertain']"
9690,['flight call']
9691,['flight call']
9692,['call']
9693,['call']
9694,"['begging call', 'juvenile']"
9695,['call']
9696,['call']
9697,['call']
9698,['call']
9699,['call']
9700,"['call', 'calls in conflict']"
9701,"['call', 'calls in conflict']"
9702,['call']
9703,['call']
9704,['call']
9705,['flight call']
9706,['call']
9707,['call']
9708,"['call', 'flight call']"
9709,['call']
9710,['call']
9711,['call']
9712,"['call', 'flight call']"
9713,['call']
9714,['call']
9715,['call']
9716,['call']
9717,['flight call']
9718,['call']
9719,['call']
9720,['call']
9721,"['alarm call', 'begging call', 'call', 'juvenile']"
9722,['flight call']
9723,"['barks', 'croaks']"
9724,"['alarm call', 'flight call']"
9725,"['barks', 'croaks', 'growls']"
9726,"['barks', 'call', 'croaks', 'growls', 'snarls']"
9727,['call']
9728,['call']
9729,['call']
9730,['call']
9731,['call']
9732,['call']
9733,['call']
9734,['call']
9735,['call']
9736,['call']
9737,['call']
9738,['call']
9739,['call']
9740,['call']
9741,['call']
9742,['call']
9743,['call']
9744,['call']
9745,['call']
9746,['call']
9747,['call']
9748,['call']
9749,['call']
9750,['call']
9751,['call']
9752,['call']
9753,['call']
9754,['call']
9755,['call']
9756,['call']
9757,['call']
9758,['call']
9759,['call']
9760,['call']
9761,['call']
9762,['call']
9763,['call']
9764,['call']
9765,['call']
9766,['call']
9767,['call']
9768,['call']
9769,['call']
9770,['call']
9771,['call']
9772,['call']
9773,['call']
9774,['call']
9775,['call']
9776,['call']
9777,['call']
9778,['call']
9779,['call']
9780,['call']
9781,['call']
9782,['call']
9783,['call']
9784,['call']
9785,['call']
9786,['call']
9787,['call']
9788,['call']
9789,['call']
9790,['call']
9791,['call']
9792,['call']
9793,['call']
9794,['call']
9795,['call']
9796,['call']
9797,['call']
9798,['call']
9799,['call']
9800,['call']
9801,['call']
9802,['call']
9803,['call']
9804,['call']
9805,['call']
9806,['flight call']
9807,['call']
9808,"['alarm call', 'gurgling']"
9809,"['alarm call', 'call', 'flight call', 'various calls']"
9810,['flight call']
9811,['call']
9812,['flight call']
9813,"['begging call', 'call']"
9814,"['begging call', 'call']"
9815,['begging call']
9816,"['call', 'song']"
9817,"['call', 'song']"
9818,"['aggressive flight call', 'call']"
9819,['flight call']
9820,['call']
9821,['call']
9822,['call']
9823,"['call', 'juvenile']"
9824,['call']
9825,['call']
9826,['call']
9827,['call']
9828,['call']
9829,['call']
9830,['call']
9831,['call']
9832,['flight call']
9833,"['call', 'flight call']"
9834,['flight call']
9835,"['begging call', 'juvenile']"
9836,['flight call']
9837,['wing beats']
9838,['call']
9839,['call']
9840,"['call', 'flight call']"
9841,"['alarm call', 'threat call']"
9842,"['call', 'flight call']"
9843,['flight call']
9844,"['begging call', 'call', 'juvenile']"
9845,['flight call']
9846,['call']
9847,['call']
9848,['call']
9849,['flight call']
9850,"['alarm call', 'flight call']"
9851,['Courtship calls']
9852,['flight call']
9853,"['call', 'flight call']"
9854,"['flight call', 'nocturnal flight call']"
9855,['call']
9856,['alarm call']
9857,['call']
9858,['call']
9859,['call']
9860,"['adult', 'call']"
9861,['call']
9862,"['adult', 'call', 'sex uncertain']"
9863,['call']
9864,['call']
9865,['call']
9866,"['call', 'flight call', 'nocturnal flight call']"
9867,"['call', 'flight call']"
9868,"['call', 'flight call']"
9869,"['call', 'flight call']"
9870,['call']
9871,['call']
9872,['flight call']
9873,['call']
9874,['call']
9875,['call']
9876,"['call', 'flight call']"
9877,['flight call']
9878,['flight call']
9879,['call']
9880,"['alarm call', 'call', 'flight call']"
9881,['call']
9882,['call']
9883,['call']
9884,['call']
9885,['flight call']
9886,['flight call']
9887,['flight call']
9888,['flight call']
9889,['nocturnal flight call']
9890,['nocturnal flight call']
9891,['call']
9892,['call']
9893,['call']
9894,['nocturnal flight call']
9895,"['nocturnal flight call', 'nocturnal flight call']"
9896,['nocturnal flight call']
9897,['call']
9898,['call']
9899,"['flight call', 'nocturnal flight call']"
9900,['nocturnal flight call']
9901,"['begging call', 'hatchling or nestling', 'juvenile']"
9902,"['begging call', 'hatchling or nestling', 'juvenile']"
9903,['Call']
9904,['flight call']
9905,['flight call']
9906,['flight call']
9907,['flight call']
9908,['flight call']
9909,['flight call']
9910,['flight call']
9911,['flight call']
9912,['flight call']
9913,['flight call']
9914,['flight call']
9915,['flight call']
9916,['flight call']
9917,['flight call']
9918,"['alarm call', 'flight call']"
9919,['call']
9920,['call']
9921,['call']
9922,['call']
9923,['call']
9924,['nocturnal flight call']
9925,['flight call']
9926,"['call', 'juvenile']"
9927,"['call', 'flight call']"
9928,"['call', 'life stage uncertain', 'sex uncertain']"
9929,"['adult', 'flight call', 'sex uncertain']"
9930,"['adult', 'flight call', 'sex uncertain']"
9931,['call']
9932,['nocturnal flight call']
9933,['call']
9934,['call']
9935,['nocturnal flight call']
9936,"['alarm call', 'flight call']"
9937,"['call', 'flight call']"
9938,"['flight call', 'life stage uncertain', 'sex uncertain']"
9939,['nocturnal flight call']
9940,"['life stage uncertain', 'sex uncertain']"
9941,['call']
9942,['call']
9943,['flight call']
9944,"['call', 'sounds from flapping wings']"
9945,['call']
9946,['call']
9947,['flight call']
9948,['flight call']
9949,"['call', 'flight call', 'life stage uncertain', 'sex uncertain']"
9950,"['alarm call', 'call', 'flight call', 'life stage uncertain', 'sex uncertain']"
9951,['call']
9952,['flight call']
9953,['call']
9954,"['adult', 'call']"
9955,['call']
9956,['call']
9957,['call']
9958,['call']
9959,"['call', 'flight call']"
9960,"['adult', 'call', 'male']"
9961,['nocturnal flight call']
9962,['nocturnal flight call']
9963,['flight call']
9964,['nocturnal flight call']
9965,['nocturnal flight call']
9966,['nocturnal flight call']
9967,"['life stage uncertain', 'nocturnal flight call', 'sex uncertain']"
9968,['nocturnal flight call']
9969,"['flight call', 'nocturnal flight call']"
9970,['nocturnal flight call']
9971,"['flight call', 'sex uncertain']"
9972,['wings flapping sound']
9973,['call']
9974,['nocturnal flight call']
9975,"['adult', 'call', 'flight call']"
9976,"['call', 'life stage uncertain', 'sex uncertain']"
9977,['call']
9978,['nocturnal flight call']
9979,"['call', 'flight call', 'life stage uncertain', 'sex uncertain']"
9980,['call']
9981,['call']
9982,['call']
9983,['nocturnal flight call']
9984,"['adult', 'alarm call', 'flight call', 'sex uncertain']"
9985,"['alarm call', 'flight call', 'roaring calls']"
9986,['nocturnal flight call']
9987,['call']
9988,['call']
9989,['flight call']
9990,"['call', 'flight call', 'nocturnal flight call']"
9991,['flight call']
9992,"['call', 'life stage uncertain', 'sex uncertain']"
